nama,rating,tanggal,ulasan,nama_hotel,kota
Astri A. W.,6,16 Oct 2018,"I mean the service is great, the hotel is clean, so from that perspective is okay. It's also right across Kuta beach. I just don't think that they are fully honest about the location.. So the hotel apparently has two building, and there is some construction going on in the area. Anyway, the Wyndham Garden is the one at the back, behind a couple surfing hostels (which I'd rather choose knowing the location). The swimming pool is different and near construction site.",wyndham garden kuta beach bali,Bali
Stefany,6,Profil ini privat.,"Perfect location. Rude staffs, the bedroom could be better. There is renovation going in the hotel area.",wyndham garden kuta beach bali,Bali
Antony K.,6.1,26 Sep 2018,Dirty and doesn't seem like a four star hotel,wyndham garden kuta beach bali,Bali
Irma M.,4.8,03 Aug 2018,"Worst experience ever. Dirty room, broken shower and slow response staff.",wyndham garden kuta beach bali,Bali
wenas k.,5.8,30 Jul 2018,"Very bad service respond, when there are problems, no quick respond at all",wyndham garden kuta beach bali,Bali
yustina o. s.,9.7,08 Jul 2018,,wyndham garden kuta beach bali,Bali
Prully Y.,9.1,27 Jun 2018,"The hotel still under renovation and the maintenance and the cleanliness of the new rooms needs to be improved.. Some of the stuff in the new rooms such the iron beside the mirror on the bathroom is rusty.. Other than that everything is great.. Good location, and all of the staff especially the manager is very helpful and friendly.. got a very nice warm welcome and yummy food there",wyndham garden kuta beach bali,Bali
Dyah I. S.,9.4,25 Jun 2018,"Even underconstruction, still best service.",wyndham garden kuta beach bali,Bali
Diana S.,8.5,24 Jun 2018,"Near the beach. The king bed is very big, 4 people can sleep together. If you travel with family, it is very nice.",wyndham garden kuta beach bali,Bali
venny v.,8.5,22 Jun 2018,,wyndham garden kuta beach bali,Bali
Adian A. B.,6.7,01 Jun 2018,"Location is good. Room prepared at 14.30, have to wait 1 hour. There's incident in my room when the interior fell off and almost hit my 3-year old son.",wyndham garden kuta beach bali,Bali
Priscy P.,8.7,20 May 2018,Please improve the cleanliness 😊,wyndham garden kuta beach bali,Bali
Pristyaningtyas,9.4,15 May 2018,"Very close to the beach, Beachwalk mall, pharmacy, minimart, etc. Nice staff, rooms was big, outdoor lounge area was great. But to bring your car to the parking area was difficult. Very nice place to stay here 👍🏼",wyndham garden kuta beach bali,Bali
Agustina M.,9.7,10 May 2018,"Executive pool access!!! Love it! 😍,  a nice hotel. Good location across Kuta Beach, near Beachwalk Shopping Center, welcoming and friendly staff... 👍🏻",wyndham garden kuta beach bali,Bali
William G.,10,07 May 2018,"Everything is great and very recomended hotel.  To go to Kuta Beach, just cross road in front of hotel.

Kuta beach is very clean and comfortable for swimming.",wyndham garden kuta beach bali,Bali
Prully Y.,9.1,27 Jun 2018,"The hotel still under renovation and the maintenance and the cleanliness of the new rooms needs to be improved.. Some of the stuff in the new rooms such the iron beside the mirror on the bathroom is rusty.. Other than that everything is great.. Good location, and all of the staff especially the manager is very helpful and friendly.. got a very nice warm welcome and yummy food there",wyndham garden kuta beach bali,Bali
Dyah I. S.,9.4,25 Jun 2018,"Even underconstruction, still best service.",wyndham garden kuta beach bali,Bali
Diana S.,8.5,24 Jun 2018,"Near the beach. The king bed is very big, 4 people can sleep together. If you travel with family, it is very nice.",wyndham garden kuta beach bali,Bali
venny v.,8.5,22 Jun 2018,,wyndham garden kuta beach bali,Bali
Adian A. B.,6.7,01 Jun 2018,"Location is good. Room prepared at 14.30, have to wait 1 hour. There's incident in my room when the interior fell off and almost hit my 3-year old son.",wyndham garden kuta beach bali,Bali
Priscy P.,8.7,20 May 2018,Please improve the cleanliness 😊,wyndham garden kuta beach bali,Bali
Pristyaningtyas,9.4,15 May 2018,"Very close to the beach, Beachwalk mall, pharmacy, minimart, etc. Nice staff, rooms was big, outdoor lounge area was great. But to bring your car to the parking area was difficult. Very nice place to stay here 👍🏼",wyndham garden kuta beach bali,Bali
Agustina M.,9.7,10 May 2018,"Executive pool access!!! Love it! 😍,  a nice hotel. Good location across Kuta Beach, near Beachwalk Shopping Center, welcoming and friendly staff... 👍🏻",wyndham garden kuta beach bali,Bali
William G.,10,07 May 2018,"Everything is great and very recomended hotel.  To go to Kuta Beach, just cross road in front of hotel.

Kuta beach is very clean and comfortable for swimming.",wyndham garden kuta beach bali,Bali
Ermaya,8.5,14 Apr 2018,"Amazing hotel with good service and beautiful scenery, recommended hotel.",wyndham garden kuta beach bali,Bali
Hendry,6,24 Mar 2018,"I had to request for my room to be cleaned and done up. 
Breakfast food needs to be improved on variety and selection.",wyndham garden kuta beach bali,Bali
Karin A.,9.1,23 Mar 2018,"We came and already greeted by hospitality, security quickly respond to serve starting from the parking lot and lead to the front of the room, he also help us bring the suitcase, etc.. The rooms and bathrooms are clean and spacious, the facilities are complete and the privacy is maintained. Strategic location close to kuta beach, market, cafe, etc.
Thanks!",wyndham garden kuta beach bali,Bali
Elfira A.,8.5,19 Mar 2018,Good time here. Staffs are kind.,wyndham garden kuta beach bali,Bali
Rahmawati,9.4,12 Mar 2018,"AC didn't work well (not cold enough), there is a building that still under construction, made a little bit noisy during the day. But overall, I appreciate the service and ambiance :)",wyndham garden kuta beach bali,Bali
Sugeng S.,8.5,18 Feb 2018,It’s good place in Kuta bali indonesia,wyndham garden kuta beach bali,Bali
Bambang H. H.,5.5,Profil ini privat.,Air conditioner doesn't cool and condensation,wyndham garden kuta beach bali,Bali
Thei A. S.,10,06 Feb 2018,"Great experience, excellent service. Booking for honeymoon trip, they prepare romantic room for us and upgrading our room with pool access and Kuta beach view. Yes, currently they are doing some renovation or constructions going on in the next building, but we really have a nice rest and very very minimum noise. It doesn't bother us at all. Worth it! Will come back again!",wyndham garden kuta beach bali,Bali
Sasha B.,9.7,05 Feb 2018,Beachfront Resort slightly away from hectic area,wyndham garden kuta beach bali,Bali
Ermaya,8.5,14 Apr 2018,"Amazing hotel with good service and beautiful scenery, recommended hotel.",wyndham garden kuta beach bali,Bali
Hendry,6,24 Mar 2018,"I had to request for my room to be cleaned and done up. 
Breakfast food needs to be improved on variety and selection.",wyndham garden kuta beach bali,Bali
Karin A.,9.1,23 Mar 2018,"We came and already greeted by hospitality, security quickly respond to serve starting from the parking lot and lead to the front of the room, he also help us bring the suitcase, etc.. The rooms and bathrooms are clean and spacious, the facilities are complete and the privacy is maintained. Strategic location close to kuta beach, market, cafe, etc.
Thanks!",wyndham garden kuta beach bali,Bali
Elfira A.,8.5,19 Mar 2018,Good time here. Staffs are kind.,wyndham garden kuta beach bali,Bali
Rahmawati,9.4,12 Mar 2018,"AC didn't work well (not cold enough), there is a building that still under construction, made a little bit noisy during the day. But overall, I appreciate the service and ambiance :)",wyndham garden kuta beach bali,Bali
Sugeng S.,8.5,18 Feb 2018,It’s good place in Kuta bali indonesia,wyndham garden kuta beach bali,Bali
Bambang H. H.,5.5,Profil ini privat.,Air conditioner doesn't cool and condensation,wyndham garden kuta beach bali,Bali
Thei A. S.,10,06 Feb 2018,"Great experience, excellent service. Booking for honeymoon trip, they prepare romantic room for us and upgrading our room with pool access and Kuta beach view. Yes, currently they are doing some renovation or constructions going on in the next building, but we really have a nice rest and very very minimum noise. It doesn't bother us at all. Worth it! Will come back again!",wyndham garden kuta beach bali,Bali
Sasha B.,9.7,05 Feb 2018,Beachfront Resort slightly away from hectic area,wyndham garden kuta beach bali,Bali
Maya B.,9.1,24 Jan 2018,At the heart og Kuta beach and love the swimming pool viewing sunset.,wyndham garden kuta beach bali,Bali
Dian P.,9,21 Dec 2017,"Good hotel in front of kuta beach, however the renovation made it inconvenient.",wyndham garden kuta beach bali,Bali
Iip Z. M. S.,8.4,10 Dec 2017,"Good, the place near from beach. I like it",wyndham garden kuta beach bali,Bali
Riyanto D.,5.6,08 Dec 2017,"The building seems not ready to open, noisy, room was so dirty. But staff were amazing, helpful and friendly.",wyndham garden kuta beach bali,Bali
ferry i.,9.7,04 Dec 2017,It is an awesome having a one/more night stay for holiday,wyndham garden kuta beach bali,Bali
Hartono A.,10,04 Dec 2017,"Very good, clean, comfort and location near Kuta sea",wyndham garden kuta beach bali,Bali
Jeffrey D.,8.4,24 Nov 2017,"Good stay there, but food not really nice.",wyndham garden kuta beach bali,Bali
Dwi S. S.,9.6,19 Nov 2017,"Great stay, prime location, in front of the Beach. Food was yummy during the stay there. Nothing to say really, except can't wait to see what the renovation will be like. just the one. room had a bit of Sandy feeling in the floor. Will definitely come back to see the new Wyndham.",wyndham garden kuta beach bali,Bali
arfalathwen,9.4,15 Nov 2017,"The service was good, except for the security who questioned me like I was an escort",wyndham garden kuta beach bali,Bali
Maya B.,9.1,24 Jan 2018,At the heart og Kuta beach and love the swimming pool viewing sunset.,wyndham garden kuta beach bali,Bali
Dian P.,9,21 Dec 2017,"Good hotel in front of kuta beach, however the renovation made it inconvenient.",wyndham garden kuta beach bali,Bali
Iip Z. M. S.,8.4,10 Dec 2017,"Good, the place near from beach. I like it",wyndham garden kuta beach bali,Bali
Riyanto D.,5.6,08 Dec 2017,"The building seems not ready to open, noisy, room was so dirty. But staff were amazing, helpful and friendly.",wyndham garden kuta beach bali,Bali
